Did Promotion Run?,In-Store Date End,In-Store Date Start,PPG,Plan Accounts,Promo type,Promotion Key,Promotion Name,Promotion Status,Promotion mechanism,Retailer,CustHierarchyNum,Manual Start Date,Manual End Date
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003170LIVE,"202340-202346 - 20231005 - 20231114 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - TDC - Retargeting Bens RTH P7 WDD (Oct Nov) - 3170, TDC - Retargeting Bens RTH P7 WDD (Oct Nov)",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2023-10-05,2023-11-14
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003170LIVE,"202340-202346 - 20231005 - 20231114 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - TDC - Retargeting Bens RTH P7 WDD (Oct Nov) - 3170, TDC - Retargeting Bens RTH P7 WDD (Oct Nov)",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2023-10-05,2023-11-14
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003170LIVE,"202340-202346 - 20231005 - 20231114 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - TDC - Retargeting Bens RTH P7 WDD (Oct Nov) - 3170, TDC - Retargeting Bens RTH P7 WDD (Oct Nov)",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2023-10-05,2023-11-14
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000002150LIVE,"202346 - 20231105 - 20231118 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2150, Wakefern Nov RTH Promo $1.5 Dig MB4",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2023-10-29,2023-11-18
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,ALB - SFWY SOUTHERN (PG),Temp Price Reduction,2410200000002554LIVE,"202345-202348 - 20231108 - 20231128 - ALB - SFWY SOUTHERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2554, Socal, Norcal, Portland, Seattle, Denver",130 - Finished - Evaluated,Other Discount,ALBSouthern,41136074,2023-11-01,2023-11-14
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000002974LIVE,"202341-202352 - 20231013 - 20231229 - GIANT EAGLE (PG) - Temp Price Reduction - Shopper In trade - Other Discount - 2974, Giant Eagle $1 off 2 Coupon",130 - Finished - Evaluated,Other Discount,GiantEagle,41136105,2023-11-02,2024-01-17
YES,2025-02-22,2025-01-18,SOC RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002284LIVE,202346-202351 - 20231115 - 20231223 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2284,130 - Finished - Evaluated,Other Discount,BJ,41135818,2023-11-10,2023-12-24
YES,2025-02-01,2024-12-28,BEN RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002287LIVE,202349-202352 - 20231206 - 20231230 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BBM#18 - 2287,130 - Finished - Evaluated,Other Discount,BJ,41135818,2023-11-10,2024-01-07
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002830LIVE,"202347-202352 - 20231112 - 20231224 - MEIJER (PG) - Temp Price Reduction - Opportunity Fund - Other Discount - 2830, Q4 Premium Bundle TPR - Opp Funds",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2023-11-12,2023-11-25
YES,2023-11-25,2023-11-18,SOC RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002830LIVE,"202347-202352 - 20231112 - 20231224 - MEIJER (PG) - Temp Price Reduction - Opportunity Fund - Other Discount - 2830, Q4 Premium Bundle TPR - Opp Funds",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2023-11-12,2023-11-25
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002602LIVE,"202346-202347 - 20231105 - 20231119 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben RTH P11 5x Dig $.50 off 1, Requires Re-Approval - 2602, Ben RTH P11 5x Dig $.50 off 1",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2023-11-15,2023-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002602LIVE,"202346-202347 - 20231105 - 20231119 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben RTH P11 5x Dig $.50 off 1, Requires Re-Approval - 2602, Ben RTH P11 5x Dig $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerFoodLess,41135845,2023-11-15,2023-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002602LIVE,"202346-202347 - 20231105 - 20231119 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben RTH P11 5x Dig $.50 off 1, Requires Re-Approval - 2602, Ben RTH P11 5x Dig $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2023-11-15,2023-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002602LIVE,"202346-202347 - 20231105 - 20231119 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben RTH P11 5x Dig $.50 off 1, Requires Re-Approval - 2602, Ben RTH P11 5x Dig $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2023-11-15,2023-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002602LIVE,"202346-202347 - 20231105 - 20231119 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben RTH P11 5x Dig $.50 off 1, Requires Re-Approval - 2602, Ben RTH P11 5x Dig $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2023-11-15,2023-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002602LIVE,"202346-202347 - 20231105 - 20231119 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben RTH P11 5x Dig $.50 off 1, Requires Re-Approval - 2602, Ben RTH P11 5x Dig $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2023-11-15,2023-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002602LIVE,"202346-202347 - 20231105 - 20231119 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben RTH P11 5x Dig $.50 off 1, Requires Re-Approval - 2602, Ben RTH P11 5x Dig $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2023-11-15,2023-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000003230LIVE,"202349 - 20231126 - 20231209 - MEIJER (PG) - Temp Price Reduction - Opportunity Fund - Other Discount - 3230, Copied from Promo 2825 due to SAP issue",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2023-11-26,2023-12-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002370LIVE,"202350-202351 - 20231203 - 20231217 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BEN'S RTH P12 5x Digital $.50 off 1 - 2370, BEN'S RTH P12 5x Digital $.50 off 1",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2023-12-13,2023-12-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002370LIVE,"202350-202351 - 20231203 - 20231217 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BEN'S RTH P12 5x Digital $.50 off 1 - 2370, BEN'S RTH P12 5x Digital $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerFoodLess,41135845,2023-12-13,2023-12-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002370LIVE,"202350-202351 - 20231203 - 20231217 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BEN'S RTH P12 5x Digital $.50 off 1 - 2370, BEN'S RTH P12 5x Digital $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2023-12-13,2023-12-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002370LIVE,"202350-202351 - 20231203 - 20231217 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BEN'S RTH P12 5x Digital $.50 off 1 - 2370, BEN'S RTH P12 5x Digital $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2023-12-13,2023-12-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002370LIVE,"202350-202351 - 20231203 - 20231217 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BEN'S RTH P12 5x Digital $.50 off 1 - 2370, BEN'S RTH P12 5x Digital $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2023-12-13,2023-12-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002370LIVE,"202350-202351 - 20231203 - 20231217 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BEN'S RTH P12 5x Digital $.50 off 1 - 2370, BEN'S RTH P12 5x Digital $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2023-12-13,2023-12-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000002370LIVE,"202350-202351 - 20231203 - 20231217 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BEN'S RTH P12 5x Digital $.50 off 1 - 2370, BEN'S RTH P12 5x Digital $.50 off 1",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2023-12-13,2023-12-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000002142LIVE,"202350-202352 - 20231203 - 20231224 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2142, Wakefern Can Can $9.49 MB 4 $1.5 Dig off 4",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2023-12-17,2024-01-20
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,MEIJER (PG),Temp Price Reduction,2410200000002829LIVE,"202347-202352 - 20231112 - 20231224 - MEIJER (PG) - Temp Price Reduction - Opportunity Fund - Other Discount - 2829, Q4 Incremental Ben's Family Size TPR - Opp Funds",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2023-12-17,2023-12-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003030LIVE,"202401-202427 - 20240101 - 20240630 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3030, Wakefern 2024 Bens RTH BMSM 1st Half",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-01-01,2024-06-30
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,WAKEFERN (PG),Temp Price Reduction,2410200000003033LIVE,"202401-202427 - 20240101 - 20240630 - WAKEFERN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 3033, Wakefern 2024 SOC BMSM 1st Half",130 - Finished - Evaluated,Other Discount,ShopRite,41135870,2024-01-01,2024-06-30
YES,2025-01-11,2024-12-07,BEN DRY REG PLN 5LB,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000002669LIVE,"202401-202403 - 20240103 - 20240116 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2669, 5lb CBR January TPR",130 - Finished - Evaluated,Other Discount,ALBDenver,41136068,2024-01-03,2024-01-16
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003184LIVE,"202352 - 20231227 - 20231230 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben's RTH KP13w1 HDO - INCREMENTAL WDD - 3184, Ben's RTH KP13w1 HDO - INCREMENTAL WDD",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2024-01-03,2024-01-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003184LIVE,"202352 - 20231227 - 20231230 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben's RTH KP13w1 HDO - INCREMENTAL WDD - 3184, Ben's RTH KP13w1 HDO - INCREMENTAL WDD",130 - Finished - Evaluated,Other Discount,KrogerFoodLess,41135845,2024-01-03,2024-01-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003184LIVE,"202352 - 20231227 - 20231230 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben's RTH KP13w1 HDO - INCREMENTAL WDD - 3184, Ben's RTH KP13w1 HDO - INCREMENTAL WDD",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2024-01-03,2024-01-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003184LIVE,"202352 - 20231227 - 20231230 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben's RTH KP13w1 HDO - INCREMENTAL WDD - 3184, Ben's RTH KP13w1 HDO - INCREMENTAL WDD",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2024-01-03,2024-01-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003184LIVE,"202352 - 20231227 - 20231230 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben's RTH KP13w1 HDO - INCREMENTAL WDD - 3184, Ben's RTH KP13w1 HDO - INCREMENTAL WDD",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2024-01-03,2024-01-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003184LIVE,"202352 - 20231227 - 20231230 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben's RTH KP13w1 HDO - INCREMENTAL WDD - 3184, Ben's RTH KP13w1 HDO - INCREMENTAL WDD",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2024-01-03,2024-01-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003184LIVE,"202352 - 20231227 - 20231230 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Ben's RTH KP13w1 HDO - INCREMENTAL WDD - 3184, Ben's RTH KP13w1 HDO - INCREMENTAL WDD",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2024-01-03,2024-01-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002983LIVE,"202401-202412 - 20240101 - 20240323 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2983, Q1 mPerks",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2024-01-07,2024-01-20
YES,2025-02-22,2025-01-18,SOC RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002976LIVE,"202404-202408 - 20240122 - 20240219 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $3 cpn on Seeds, Requires Re-Approval - 2976, SoC Super Saver $3 off coupon 4 weeks",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-01-19,2024-02-25
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000003127LIVE,"202403-202406 - 20240117 - 20240206 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP - 3127, 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2024-01-24,2024-02-13
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000003127LIVE,"202403-202406 - 20240117 - 20240206 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP - 3127, 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP",130 - Finished - Evaluated,Other Discount,KrogerFoodLess,41135845,2024-01-24,2024-02-13
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000003127LIVE,"202403-202406 - 20240117 - 20240206 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP - 3127, 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2024-01-24,2024-02-13
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000003127LIVE,"202403-202406 - 20240117 - 20240206 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP - 3127, 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2024-01-24,2024-02-13
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000003127LIVE,"202403-202406 - 20240117 - 20240206 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP - 3127, 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2024-01-24,2024-02-13
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000003127LIVE,"202403-202406 - 20240117 - 20240206 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP - 3127, 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2024-01-24,2024-02-13
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,KROGER (PG),Temp Price Reduction,2410200000003127LIVE,"202403-202406 - 20240117 - 20240206 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP - 3127, 24 BEN FAM RTH KP13w4-P1w1 - MEGA ZP",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2024-01-24,2024-02-13
YES,2025-02-01,2024-12-28,BEN RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002988LIVE,"202407-202411 - 20240214 - 20240312 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $2 off any - 2988, Ben's $2.00 off any coupon",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-02-09,2024-03-17
YES,2025-02-01,2024-12-28,BEN RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002992LIVE,"202442-202446 - 20241016 - 20241112 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $1.50 off any - 2992, Ben's $1.50 off any coupon",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-02-09,2024-03-17
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000002913LIVE,"202409-202414 - 20240301 - 20240331 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2913, FS TPR",130 - Finished - Evaluated,Other Discount,ALBShaws,41136075,2024-03-06,2024-04-11
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003620LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Bens HOLD - 3620, BCC - Bens HOLD",130 - Finished - Evaluated,Other Discount,Kroger,41135845,2024-03-06,2024-07-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003620LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Bens HOLD - 3620, BCC - Bens HOLD",130 - Finished - Evaluated,Other Discount,KrogerFoodLess,41135845,2024-03-06,2024-07-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003620LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Bens HOLD - 3620, BCC - Bens HOLD",130 - Finished - Evaluated,Other Discount,KrogerFredMeyer,41135845,2024-03-06,2024-07-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003620LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Bens HOLD - 3620, BCC - Bens HOLD",130 - Finished - Evaluated,Other Discount,KrogerFrys,41135845,2024-03-06,2024-07-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003620LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Bens HOLD - 3620, BCC - Bens HOLD",130 - Finished - Evaluated,Other Discount,KrogerKingSoopers,41135845,2024-03-06,2024-07-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003620LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Bens HOLD - 3620, BCC - Bens HOLD",130 - Finished - Evaluated,Other Discount,KrogerRalphs,41135845,2024-03-06,2024-07-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003620LIVE,"202434-202452 - 20240818 - 20241228 - KROGER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - BCC - Bens HOLD - 3620, BCC - Bens HOLD",130 - Finished - Evaluated,Other Discount,KrogerSmiths,41135845,2024-03-06,2024-07-09
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000002652LIVE,"202411-202413 - 20240313 - 20240326 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2652, Ben's Family Size March Feature",130 - Finished - Evaluated,Other Discount,ALBSoCal,41136078,2024-03-13,2024-03-26
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000002695LIVE,"202411-202413 - 20240313 - 20240326 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2695, Ben's Family Size March Feature",130 - Finished - Evaluated,Other Discount,ALBDenver,41136068,2024-03-13,2024-03-26
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY INTERMOUNTAIN (PG),Temp Price Reduction,2410200000002696LIVE,"202411-202413 - 20240313 - 20240326 - ALB - SFWY INTERMOUNTAIN (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2696, Ben's Family Size March Feature",130 - Finished - Evaluated,Other Discount,ALBIntermountain,41136077,2024-03-13,2024-03-26
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY NORTHERN CAL (PG),Temp Price Reduction,2410200000002697LIVE,"202411-202413 - 20240313 - 20240326 - ALB - SFWY NORTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2697, Ben's Family Size March Feature",130 - Finished - Evaluated,Other Discount,ALBNorCal,41136079,2024-03-13,2024-03-26
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000002699LIVE,"202411-202413 - 20240313 - 20240326 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2699, Ben's Family Size March Feature",130 - Finished - Evaluated,Other Discount,ALBSeattle,41136067,2024-03-13,2024-03-26
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000002700LIVE,"202411-202412 - 20240313 - 20240319 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - Other Discount - Requires Re-Approval - 2700, Ben's Family Size March Feature",130 - Finished - Evaluated,Other Discount,ALBSouthWest,41136080,2024-03-14,2024-03-26
YES,2025-03-01,2025-01-25,BEN RTH FAM SIZE,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000002910LIVE,"202409-202413 - 20240301 - 20240330 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - Other Discount - FS TPR 4 weeks, Requires Re-Approval - 2910, Family size TPR",130 - Finished - Evaluated,Other Discount,ALBMidAtlantic,41136072,2024-03-15,2024-03-28
YES,2025-02-22,2025-01-18,SOC RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002987LIVE,"202415-202418 - 20240408 - 20240429 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $3 cpn on Seeds, FOC - 2987, SoC FOC $3 off coupon 4 weeks",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-04-02,2024-04-22
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000002993LIVE,"202414-202424 - 20240324 - 20240615 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - Other Discount - 2993, Q2 mPerks",130 - Finished - Evaluated,Other Discount,Meijer,41135846,2024-04-14,2024-04-27
YES,2025-02-01,2024-12-28,BEN RTH 8.5-8.8Z 6CT PLT,BJ'S WHOLESALE CLUB (PG),Temp Price Reduction,2410200000002991LIVE,"202417-202421 - 20240424 - 20240521 - BJ'S WHOLESALE CLUB (PG) - Temp Price Reduction - Trade Promotion - Other Discount - $1.50 off any, Requires Re-Approval - 2991, Ben's $1.50 off any coupon",130 - Finished - Evaluated,Other Discount,BJ,41135818,2024-04-19,2024-05-27
